courseCode,studyPeriod,academicYear,teacherId,assignedHours,instanceId,reportedHours
1055,4.0,2016-2017,19900317-0083,100.0,I-1415,106.0
1036,3.0,2016-2017,19600905-0003,240.0,I-1416,242.0
1036,3.0,2016-2017,19751018-0039,120.0,I-1416,118.0
1036,3.0,2016-2017,19920917-0109,120.0,I-1416,103.0
1237,3.0,2016-2017,19570828-0008,240.0,I-1417,248.0
1237,3.0,2016-2017,19750417-0051,120.0,I-1417,118.0
1237,3.0,2016-2017,19901219-0125,100.0,I-1417,118.0
1160,2.0,2016-2017,19600814-0002,240.0,I-1418,247.0
1160,2.0,2016-2017,19750331-0036,120.0,I-1418,107.0
1160,2.0,2016-2017,19931226-0118,140.0,I-1418,141.0
1150,2.0,2016-2017,19620831-0024,280.0,I-1419,298.0
1150,2.0,2016-2017,19760108-0050,100.0,I-1419,101.0
1150,2.0,2016-2017,19930326-0132,100.0,I-1419,80.0
1147,3.0,2016-2017,19611219-0014,280.0,I-1420,284.0
1147,3.0,2016-2017,19781125-0031,120.0,I-1420,130.0
1112,4.0,2016-2017,19680712-0028,240.0,I-1421,221.0
1112,4.0,2016-2017,19770224-0058,100.0,I-1421,80.0
1112,4.0,2016-2017,19921218-0101,100.0,I-1421,114.0
1006,1.0,2016-2017,19570615-0011,280.0,I-1422,283.0
1006,1.0,2016-2017,19750906-0032,100.0,I-1422,82.0
1227,3.0,2017-2018,19601021-0018,260.0,I-1423,252.0
1227,3.0,2017-2018,19761024-0034,100.0,I-1423,82.0
1224,3.0,2017-2018,19590129-0004,280.0,I-1424,300.0
1224,3.0,2017-2018,19790702-0038,140.0,I-1424,133.0
1224,3.0,2017-2018,19910822-0122,120.0,I-1424,121.0
1136,1.0,2017-2018,19570615-0011,260.0,I-1425,254.0
1136,1.0,2017-2018,19750705-0033,140.0,I-1425,146.0
1131,1.0,2017-2018,19600905-0003,260.0,I-1426,259.0
1131,1.0,2017-2018,19761009-0055,120.0,I-1426,133.0
1131,1.0,2017-2018,19900317-0083,120.0,I-1426,103.0
1297,1.0,2017-2018,19620424-0026,240.0,I-1427,256.0
1297,1.0,2017-2018,19751018-0039,140.0,I-1427,147.0
1282,3.0,2017-2018,19600814-0002,280.0,I-1428,285.0
1282,3.0,2017-2018,19761020-0044,100.0,I-1428,111.0
1282,3.0,2017-2018,19921208-0097,100.0,I-1428,104.0
1090,2.0,2017-2018,19570828-0008,260.0,I-1429,261.0
1090,2.0,2017-2018,19750122-0056,120.0,I-1429,134.0
1090,2.0,2017-2018,19900430-0112,100.0,I-1429,90.0
1035,3.0,2017-2018,19600905-0003,260.0,I-1430,245.0
1035,3.0,2017-2018,19770713-0042,120.0,I-1430,111.0
1016,1.0,2017-2018,19620831-0024,260.0,I-1431,266.0
1016,1.0,2017-2018,19760524-0046,140.0,I-1431,157.0
1226,2.0,2018-2019,19560812-0016,280.0,I-1432,293.0
1226,2.0,2018-2019,19750220-0037,100.0,I-1432,90.0
1226,2.0,2018-2019,19921201-0094,140.0,I-1432,150.0
1024,1.0,2018-2019,19640220-0029,240.0,I-1433,254.0
1024,1.0,2018-2019,19761024-0034,120.0,I-1433,107.0
1225,1.0,2018-2019,19610623-0005,280.0,I-1434,270.0
1225,1.0,2018-2019,19750122-0056,100.0,I-1434,86.0
1145,2.0,2018-2019,19601021-0018,280.0,I-1435,266.0
1145,2.0,2018-2019,19761024-0034,120.0,I-1435,121.0
1268,2.0,2018-2019,19690513-0015,280.0,I-1436,287.0
1268,2.0,2018-2019,19790426-0049,120.0,I-1436,106.0
1268,2.0,2018-2019,19921208-0097,140.0,I-1436,123.0
1098,3.0,2018-2019,19650303-0019,280.0,I-1437,281.0
1098,3.0,2018-2019,19790426-0049,100.0,I-1437,108.0
1098,3.0,2018-2019,19911116-0069,100.0,I-1437,104.0
1034,1.0,2018-2019,19600905-0003,260.0,I-1438,259.0
1034,1.0,2018-2019,19781130-0054,140.0,I-1438,157.0
1034,1.0,2018-2019,19910820-0078,100.0,I-1438,93.0
1005,4.0,2018-2019,19600814-0002,280.0,I-1439,261.0
1005,4.0,2018-2019,19750722-0060,120.0,I-1439,128.0
1069,3.0,2019-2020,19690917-0022,240.0,I-1440,257.0
1069,3.0,2019-2020,19750705-0033,140.0,I-1440,129.0
1069,3.0,2019-2020,19920828-0070,120.0,I-1440,134.0
1038,2.0,2019-2020,19600814-0002,260.0,I-1441,254.0
1038,2.0,2019-2020,19750122-0056,120.0,I-1441,110.0
1038,2.0,2019-2020,19930508-0061,100.0,I-1441,94.0
1264,1.0,2019-2020,19600814-0002,260.0,I-1442,252.0
1264,1.0,2019-2020,19750102-0059,140.0,I-1442,159.0
1048,3.0,2019-2020,19610623-0005,240.0,I-1443,237.0
1048,3.0,2019-2020,19751018-0039,120.0,I-1443,110.0
1048,3.0,2019-2020,19930919-0137,100.0,I-1443,104.0
1044,2.0,2019-2020,19570828-0008,280.0,I-1444,263.0
1044,2.0,2019-2020,19780815-0047,100.0,I-1444,92.0
1044,2.0,2019-2020,19920917-0109,140.0,I-1444,126.0
1009,1.0,2019-2020,19570828-0008,240.0,I-1445,243.0
1009,1.0,2019-2020,19750417-0051,120.0,I-1445,133.0
1009,1.0,2019-2020,19910101-0133,140.0,I-1445,130.0
1274,2.0,2019-2020,19680712-0028,280.0,I-1446,284.0
1274,2.0,2019-2020,19780424-0057,120.0,I-1446,125.0
1250,1.0,2019-2020,19570615-0011,280.0,I-1447,274.0
1250,1.0,2019-2020,19781217-0053,100.0,I-1447,99.0
1101,1.0,2019-2020,19620831-0024,280.0,I-1448,270.0
1101,1.0,2019-2020,19750122-0056,100.0,I-1448,104.0
1094,1.0,2019-2020,19640414-0013,280.0,I-1449,260.0
1094,1.0,2019-2020,19780602-0035,100.0,I-1449,99.0
1064,4.0,2019-2020,19650303-0019,260.0,I-1450,257.0
1064,4.0,2019-2020,19751018-0039,140.0,I-1450,123.0
1033,4.0,2019-2020,19560612-0010,240.0,I-1451,220.0
1033,4.0,2019-2020,19781130-0054,120.0,I-1451,101.0
1033,4.0,2019-2020,19900119-0104,120.0,I-1451,100.0
1261,1.0,2020-2021,19561222-0030,240.0,I-1452,238.0
1261,1.0,2020-2021,19780317-0052,120.0,I-1452,125.0
1236,3.0,2020-2021,19560812-0016,260.0,I-1453,261.0
1236,3.0,2020-2021,19761024-0034,120.0,I-1453,126.0
1295,2.0,2020-2021,19610620-0006,260.0,I-1454,273.0
1295,2.0,2020-2021,19781217-0053,140.0,I-1454,147.0
1269,4.0,2020-2021,19611219-0014,280.0,I-1455,300.0
1269,4.0,2020-2021,19790702-0038,120.0,I-1455,112.0
1269,4.0,2020-2021,19920122-0065,100.0,I-1455,99.0
1015,4.0,2020-2021,19680712-0028,280.0,I-1456,283.0
1015,4.0,2020-2021,19761009-0055,120.0,I-1456,115.0
1226,1.0,2020-2021,19650303-0019,280.0,I-1457,273.0
1226,1.0,2020-2021,19750331-0036,100.0,I-1457,112.0
1226,1.0,2020-2021,19900201-0074,120.0,I-1457,100.0
1124,1.0,2020-2021,19620522-0023,280.0,I-1458,297.0
1124,1.0,2020-2021,19771013-0040,120.0,I-1458,128.0
1116,3.0,2020-2021,19570615-0011,240.0,I-1459,250.0
1116,3.0,2020-2021,19750331-0036,140.0,I-1459,156.0
1116,3.0,2020-2021,19900619-0076,100.0,I-1459,104.0
1099,1.0,2020-2021,19620522-0023,260.0,I-1460,269.0
1099,1.0,2020-2021,19781130-0054,120.0,I-1460,128.0
1043,2.0,2020-2021,19690513-0015,260.0,I-1461,240.0
1043,2.0,2020-2021,19751018-0039,140.0,I-1461,137.0
1035,1.0,2020-2021,19620522-0023,240.0,I-1462,247.0
1035,1.0,2020-2021,19750331-0036,140.0,I-1462,134.0
1035,1.0,2020-2021,19930414-0106,120.0,I-1462,116.0
1069,4.0,2021-2022,19690513-0015,260.0,I-1463,255.0
1069,4.0,2021-2022,19750220-0037,140.0,I-1463,122.0
1069,4.0,2021-2022,19920206-0072,140.0,I-1463,135.0
1269,1.0,2021-2022,19600529-0021,240.0,I-1464,257.0
1269,1.0,2021-2022,19750220-0037,120.0,I-1464,110.0
1269,1.0,2021-2022,19930709-0100,140.0,I-1464,139.0
1222,1.0,2021-2022,19611219-0014,240.0,I-1465,244.0
1222,1.0,2021-2022,19780602-0035,120.0,I-1465,117.0
1274,4.0,2021-2022,19611219-0014,260.0,I-1466,265.0
1274,4.0,2021-2022,19790426-0049,100.0,I-1466,101.0
1235,1.0,2021-2022,19560705-0025,240.0,I-1467,238.0
1235,1.0,2021-2022,19761020-0044,120.0,I-1467,136.0
1235,1.0,2021-2022,19930512-0117,120.0,I-1467,103.0
1203,3.0,2021-2022,19560612-0010,240.0,I-1468,249.0
1203,3.0,2021-2022,19750220-0037,100.0,I-1468,95.0
1078,1.0,2021-2022,19620424-0026,260.0,I-1469,266.0
1078,1.0,2021-2022,19760108-0050,120.0,I-1469,110.0
1078,1.0,2021-2022,19900616-0124,140.0,I-1469,123.0
1032,4.0,2021-2022,19600529-0021,240.0,I-1470,243.0
1032,4.0,2021-2022,19750906-0032,100.0,I-1470,96.0
1032,4.0,2021-2022,19900119-0104,140.0,I-1470,134.0
1258,2.0,2022-2023,19610620-0006,260.0,I-1471,272.0
1258,2.0,2022-2023,19750512-0043,100.0,I-1471,119.0
1258,2.0,2022-2023,19900909-0123,140.0,I-1471,157.0
1154,4.0,2022-2023,19610918-0027,260.0,I-1472,245.0
1154,4.0,2022-2023,19781217-0053,100.0,I-1472,109.0
1297,4.0,2022-2023,19560612-0010,260.0,I-1473,250.0
1297,4.0,2022-2023,19770713-0042,120.0,I-1473,138.0
1275,3.0,2022-2023,19580515-0017,260.0,I-1474,245.0
1275,3.0,2022-2023,19780602-0035,140.0,I-1474,122.0
1241,3.0,2022-2023,19690513-0015,240.0,I-1475,244.0
1241,3.0,2022-2023,19780317-0052,120.0,I-1475,138.0
1175,1.0,2022-2023,19600529-0021,240.0,I-1476,242.0
1175,1.0,2022-2023,19750331-0036,100.0,I-1476,80.0
1175,1.0,2022-2023,19910122-0077,120.0,I-1476,134.0
1151,2.0,2022-2023,19611219-0014,260.0,I-1477,268.0
1151,2.0,2022-2023,19770713-0042,140.0,I-1477,133.0
1113,4.0,2022-2023,19570826-0012,240.0,I-1478,239.0
1113,4.0,2022-2023,19751018-0039,100.0,I-1478,118.0
1113,4.0,2022-2023,19911116-0069,140.0,I-1478,136.0
1223,2.0,2023-2024,19611219-0014,240.0,I-1479,251.0
1223,2.0,2023-2024,19790426-0049,140.0,I-1479,136.0
1223,2.0,2023-2024,19920917-0109,120.0,I-1479,127.0
1139,3.0,2023-2024,19560812-0016,240.0,I-1480,255.0
1139,3.0,2023-2024,19750122-0056,100.0,I-1480,107.0
1139,3.0,2023-2024,19900128-0095,100.0,I-1480,118.0
1192,2.0,2023-2024,19580218-0007,260.0,I-1481,278.0
1192,2.0,2023-2024,19750705-0033,120.0,I-1481,112.0
1093,4.0,2023-2024,19590129-0004,240.0,I-1482,243.0
1093,4.0,2023-2024,19761020-0044,140.0,I-1482,142.0
1093,4.0,2023-2024,19910327-0096,120.0,I-1482,138.0
1269,3.0,2023-2024,19610620-0006,280.0,I-1483,283.0
1269,3.0,2023-2024,19750122-0056,140.0,I-1483,158.0
1269,3.0,2023-2024,19910421-0067,120.0,I-1483,100.0
1262,1.0,2023-2024,19600814-0002,240.0,I-1484,232.0
1262,1.0,2023-2024,19771013-0040,140.0,I-1484,133.0
1262,1.0,2023-2024,19900616-0124,100.0,I-1484,94.0
1226,3.0,2023-2024,19600905-0003,260.0,I-1485,257.0
1226,3.0,2023-2024,19780317-0052,100.0,I-1485,91.0
1226,3.0,2023-2024,19900211-0140,100.0,I-1485,83.0
1020,1.0,2023-2024,19611219-0014,240.0,I-1486,241.0
1020,1.0,2023-2024,19780602-0035,120.0,I-1486,102.0
1177,3.0,2013-2014,19620522-0023,240.0,I-1487,231.0
1177,3.0,2013-2014,19761024-0034,100.0,I-1487,105.0
1171,4.0,2013-2014,19610623-0005,260.0,I-1488,249.0
1171,4.0,2013-2014,19790426-0049,140.0,I-1488,151.0
1171,4.0,2013-2014,19921002-0129,100.0,I-1488,90.0
1100,2.0,2013-2014,19561222-0030,280.0,I-1489,283.0
1100,2.0,2013-2014,19750512-0043,100.0,I-1489,107.0
1100,2.0,2013-2014,19900307-0105,140.0,I-1489,145.0
1270,1.0,2013-2014,19601021-0018,280.0,I-1490,294.0
1270,1.0,2013-2014,19761009-0055,120.0,I-1490,119.0
1270,1.0,2013-2014,19901108-0087,140.0,I-1490,123.0
1158,3.0,2013-2014,19660630-0020,260.0,I-1491,247.0
1158,3.0,2013-2014,19750102-0059,120.0,I-1491,133.0
1158,3.0,2013-2014,19900307-0105,120.0,I-1491,140.0
1133,2.0,2013-2014,19560612-0010,240.0,I-1492,238.0
1133,2.0,2013-2014,19790708-0041,120.0,I-1492,134.0
1133,2.0,2013-2014,19930829-0082,120.0,I-1492,124.0
1070,2.0,2013-2014,19570615-0011,240.0,I-1493,222.0
1070,2.0,2013-2014,19770713-0042,140.0,I-1493,125.0
1070,2.0,2013-2014,19930414-0106,120.0,I-1493,130.0
1127,2.0,2014-2015,19600529-0021,240.0,I-1494,242.0
1127,2.0,2014-2015,19781217-0053,140.0,I-1494,144.0
1127,2.0,2014-2015,19900124-0064,120.0,I-1494,139.0
1122,3.0,2014-2015,19610623-0005,280.0,I-1495,273.0
1122,3.0,2014-2015,19770713-0042,140.0,I-1495,120.0
1271,2.0,2014-2015,19660630-0020,240.0,I-1496,242.0
1271,2.0,2014-2015,19760108-0050,120.0,I-1496,135.0
1271,2.0,2014-2015,19921208-0097,100.0,I-1496,110.0
1263,3.0,2014-2015,19570615-0011,260.0,I-1497,255.0
1263,3.0,2014-2015,19760524-0046,100.0,I-1497,95.0
1263,3.0,2014-2015,19900119-0104,140.0,I-1497,144.0
1155,2.0,2014-2015,19610623-0005,240.0,I-1498,234.0
1155,2.0,2014-2015,19750417-0051,120.0,I-1498,137.0
1040,1.0,2014-2015,19620522-0023,280.0,I-1499,261.0
1040,1.0,2014-2015,19790618-0048,140.0,I-1499,124.0
1282,2.0,2014-2015,19610918-0027,240.0,I-1500,249.0
1282,2.0,2014-2015,19780602-0035,140.0,I-1500,160.0
1282,2.0,2014-2015,19920206-0072,100.0,I-1500,84.0
1199,2.0,2014-2015,19570826-0012,240.0,I-1501,229.0
1199,2.0,2014-2015,19770224-0058,100.0,I-1501,83.0
1139,1.0,2014-2015,19690408-0009,240.0,I-1502,234.0
1139,1.0,2014-2015,19760524-0046,120.0,I-1502,127.0
1139,1.0,2014-2015,19900520-0063,120.0,I-1502,139.0
1104,2.0,2014-2015,19561222-0030,240.0,I-1503,222.0
1104,2.0,2014-2015,19750122-0056,140.0,I-1503,141.0
1056,2.0,2014-2015,19610623-0005,240.0,I-1504,220.0
1056,2.0,2014-2015,19770224-0058,120.0,I-1504,114.0
1278,1.0,2015-2016,19580218-0007,240.0,I-1505,226.0
1278,1.0,2015-2016,19750220-0037,100.0,I-1505,108.0
1047,3.0,2015-2016,19570828-0008,260.0,I-1506,252.0
1047,3.0,2015-2016,19760108-0050,120.0,I-1506,128.0
1047,3.0,2015-2016,19920320-0121,100.0,I-1506,105.0
1292,3.0,2015-2016,19660630-0020,260.0,I-1507,241.0
1292,3.0,2015-2016,19750220-0037,100.0,I-1507,96.0
1229,2.0,2015-2016,19630126-0001,280.0,I-1508,293.0
1229,2.0,2015-2016,19750417-0051,140.0,I-1508,138.0
1165,3.0,2015-2016,19680712-0028,280.0,I-1509,270.0
1165,3.0,2015-2016,19770713-0042,100.0,I-1509,85.0
1261,4.0,2015-2016,19560612-0010,240.0,I-1510,242.0
1261,4.0,2015-2016,19761009-0055,120.0,I-1510,100.0
1230,4.0,2015-2016,19560705-0025,280.0,I-1511,266.0
1230,4.0,2015-2016,19790717-0045,100.0,I-1511,99.0
1230,4.0,2015-2016,19911025-0091,120.0,I-1511,135.0
1174,3.0,2015-2016,19561222-0030,280.0,I-1512,290.0
1174,3.0,2015-2016,19750906-0032,140.0,I-1512,153.0
1174,3.0,2015-2016,19900520-0063,100.0,I-1512,92.0
1146,2.0,2015-2016,19600905-0003,260.0,I-1513,272.0
1146,2.0,2015-2016,19780815-0047,100.0,I-1513,89.0
1275,2.0,2016-2017,19690917-0022,240.0,I-1514,257.0
1275,2.0,2016-2017,19750906-0032,140.0,I-1514,132.0
1275,2.0,2016-2017,19920320-0121,120.0,I-1514,116.0
1065,1.0,2016-2017,19600529-0021,280.0,I-1515,264.0
1065,1.0,2016-2017,19750220-0037,140.0,I-1515,128.0
1234,4.0,2016-2017,19600814-0002,240.0,I-1516,252.0
1234,4.0,2016-2017,19750331-0036,120.0,I-1516,125.0
1079,4.0,2016-2017,19620522-0023,260.0,I-1517,244.0
1079,4.0,2016-2017,19750512-0043,140.0,I-1517,151.0
1250,2.0,2016-2017,19600905-0003,280.0,I-1518,287.0
1250,2.0,2016-2017,19760524-0046,140.0,I-1518,154.0
1105,1.0,2016-2017,19580218-0007,240.0,I-1519,230.0
1105,1.0,2016-2017,19750220-0037,100.0,I-1519,84.0
1105,1.0,2016-2017,19900128-0095,140.0,I-1519,121.0
1076,3.0,2016-2017,19600529-0021,260.0,I-1520,254.0
1076,3.0,2016-2017,19750122-0056,140.0,I-1520,130.0
1036,3.0,2016-2017,19580218-0007,240.0,I-1521,222.0
1036,3.0,2016-2017,19750417-0051,120.0,I-1521,111.0
1043,4.0,2017-2018,19570826-0012,240.0,I-1522,229.0
1043,4.0,2017-2018,19790708-0041,100.0,I-1522,103.0
1043,4.0,2017-2018,19910122-0077,140.0,I-1522,139.0
1006,1.0,2017-2018,19560705-0025,240.0,I-1523,234.0
1006,1.0,2017-2018,19770713-0042,120.0,I-1523,139.0
1006,1.0,2017-2018,19920217-0098,120.0,I-1523,135.0
1231,4.0,2017-2018,19610918-0027,260.0,I-1524,250.0
1231,4.0,2017-2018,19781217-0053,120.0,I-1524,140.0
1231,4.0,2017-2018,19901108-0087,140.0,I-1524,128.0
1106,1.0,2017-2018,19640220-0029,280.0,I-1525,270.0
1106,1.0,2017-2018,19760524-0046,120.0,I-1525,124.0
1106,1.0,2017-2018,19900124-0064,100.0,I-1525,116.0
1098,1.0,2017-2018,19570828-0008,240.0,I-1526,227.0
1098,1.0,2017-2018,19750220-0037,140.0,I-1526,137.0
1098,1.0,2017-2018,19910327-0096,100.0,I-1526,98.0
1090,3.0,2017-2018,19610623-0005,260.0,I-1527,274.0
1090,3.0,2017-2018,19750220-0037,140.0,I-1527,148.0
1090,3.0,2017-2018,19910214-0084,120.0,I-1527,133.0
1280,2.0,2017-2018,19601021-0018,280.0,I-1528,261.0
1280,2.0,2017-2018,19750906-0032,100.0,I-1528,97.0
1280,2.0,2017-2018,19920122-0065,140.0,I-1528,126.0
1178,4.0,2017-2018,19570826-0012,240.0,I-1529,253.0
1178,4.0,2017-2018,19750906-0032,140.0,I-1529,148.0
1147,1.0,2017-2018,19560612-0010,260.0,I-1530,263.0
1147,1.0,2017-2018,19790426-0049,120.0,I-1530,126.0
1116,4.0,2017-2018,19561222-0030,260.0,I-1531,275.0
1116,4.0,2017-2018,19781217-0053,100.0,I-1531,90.0
1181,1.0,2018-2019,19610620-0006,260.0,I-1532,273.0
1181,1.0,2018-2019,19750122-0056,100.0,I-1532,90.0
1213,3.0,2018-2019,19601021-0018,260.0,I-1533,262.0
1213,3.0,2018-2019,19790426-0049,120.0,I-1533,116.0
1213,3.0,2018-2019,19900201-0074,140.0,I-1533,128.0
1187,3.0,2018-2019,19620522-0023,280.0,I-1534,261.0
1187,3.0,2018-2019,19750512-0043,120.0,I-1534,108.0
1078,3.0,2018-2019,19690408-0009,260.0,I-1535,259.0
1078,3.0,2018-2019,19790708-0041,140.0,I-1535,155.0
1078,3.0,2018-2019,19920505-0115,100.0,I-1535,115.0
1016,2.0,2018-2019,19680712-0028,280.0,I-1536,269.0
1016,2.0,2018-2019,19750417-0051,120.0,I-1536,135.0
1016,2.0,2018-2019,19920226-0075,140.0,I-1536,148.0
1279,3.0,2018-2019,19590129-0004,280.0,I-1537,282.0
1279,3.0,2018-2019,19781217-0053,120.0,I-1537,126.0
1279,3.0,2018-2019,19910421-0067,100.0,I-1537,90.0
1188,4.0,2018-2019,19610620-0006,240.0,I-1538,257.0
1188,4.0,2018-2019,19750512-0043,120.0,I-1538,111.0
1188,4.0,2018-2019,19901029-0071,140.0,I-1538,120.0
1165,2.0,2018-2019,19650303-0019,240.0,I-1539,235.0
1165,2.0,2018-2019,19750220-0037,100.0,I-1539,81.0
1136,3.0,2018-2019,19580515-0017,280.0,I-1540,293.0
1136,3.0,2018-2019,19761020-0044,120.0,I-1540,140.0
1136,3.0,2018-2019,19901108-0087,120.0,I-1540,120.0
1133,3.0,2018-2019,19580515-0017,280.0,I-1541,298.0
1133,3.0,2018-2019,19750722-0060,100.0,I-1541,80.0
1133,3.0,2018-2019,19900902-0114,140.0,I-1541,151.0
1159,4.0,2019-2020,19690513-0015,260.0,I-1542,247.0
1159,4.0,2019-2020,19750331-0036,120.0,I-1542,112.0
1298,3.0,2019-2020,19640414-0013,240.0,I-1543,221.0
1298,3.0,2019-2020,19750102-0059,100.0,I-1543,113.0
1298,3.0,2019-2020,19910820-0078,120.0,I-1543,114.0
1204,4.0,2019-2020,19690513-0015,240.0,I-1544,252.0
1204,4.0,2019-2020,19760524-0046,120.0,I-1544,130.0
1020,1.0,2019-2020,19590129-0004,240.0,I-1545,230.0
1020,1.0,2019-2020,19790426-0049,120.0,I-1545,128.0
1020,1.0,2019-2020,19930326-0132,100.0,I-1545,80.0
1297,4.0,2019-2020,19620522-0023,280.0,I-1546,282.0
1297,4.0,2019-2020,19760108-0050,120.0,I-1546,114.0
1255,2.0,2019-2020,19650303-0019,280.0,I-1547,287.0
1255,2.0,2019-2020,19761020-0044,100.0,I-1547,110.0
1255,2.0,2019-2020,19930906-0110,100.0,I-1547,84.0
1246,4.0,2019-2020,19610620-0006,240.0,I-1548,252.0
1246,4.0,2019-2020,19750122-0056,120.0,I-1548,117.0
1246,4.0,2019-2020,19900902-0090,100.0,I-1548,119.0
1236,2.0,2019-2020,19680712-0028,240.0,I-1549,253.0
1236,2.0,2019-2020,19781125-0031,120.0,I-1549,110.0
1094,2.0,2019-2020,19580218-0007,280.0,I-1550,278.0
1094,2.0,2019-2020,19760108-0050,140.0,I-1550,139.0
1094,2.0,2019-2020,19920828-0070,120.0,I-1550,121.0
1264,2.0,2020-2021,19560705-0025,280.0,I-1551,270.0
1264,2.0,2020-2021,19750122-0056,100.0,I-1551,83.0
1061,1.0,2020-2021,19610623-0005,280.0,I-1552,267.0
1061,1.0,2020-2021,19781130-0054,100.0,I-1552,87.0
1061,1.0,2020-2021,19900909-0123,100.0,I-1552,92.0
1173,4.0,2020-2021,19560705-0025,280.0,I-1553,286.0
1173,4.0,2020-2021,19780602-0035,120.0,I-1553,131.0
1163,1.0,2020-2021,19650303-0019,280.0,I-1554,298.0
1163,1.0,2020-2021,19760524-0046,120.0,I-1554,134.0
1258,4.0,2020-2021,19560705-0025,280.0,I-1555,278.0
1258,4.0,2020-2021,19790708-0041,100.0,I-1555,87.0
1258,4.0,2020-2021,19910921-0136,140.0,I-1555,156.0
1181,2.0,2020-2021,19610918-0027,240.0,I-1556,235.0
1181,2.0,2020-2021,19780317-0052,100.0,I-1556,82.0
1181,2.0,2020-2021,19930512-0117,120.0,I-1556,120.0
1081,2.0,2020-2021,19600814-0002,260.0,I-1557,252.0
1081,2.0,2020-2021,19760524-0046,140.0,I-1557,135.0
1070,3.0,2020-2021,19650303-0019,260.0,I-1558,243.0
1070,3.0,2020-2021,19761020-0044,120.0,I-1558,134.0
1050,3.0,2020-2021,19560812-0016,260.0,I-1559,261.0
1050,3.0,2020-2021,19790618-0048,140.0,I-1559,129.0
1006,4.0,2020-2021,19680712-0028,260.0,I-1560,256.0
1006,4.0,2020-2021,19750122-0056,120.0,I-1560,115.0
1006,4.0,2020-2021,19930906-0110,140.0,I-1560,143.0
1277,4.0,2021-2022,19620831-0024,240.0,I-1561,243.0
1277,4.0,2021-2022,19780424-0057,120.0,I-1561,109.0
1277,4.0,2021-2022,19920122-0065,120.0,I-1561,131.0
1265,1.0,2021-2022,19690513-0015,280.0,I-1562,268.0
1265,1.0,2021-2022,19761009-0055,120.0,I-1562,109.0
1189,3.0,2021-2022,19620831-0024,240.0,I-1563,249.0
1189,3.0,2021-2022,19750417-0051,140.0,I-1563,129.0
1189,3.0,2021-2022,19910927-0128,120.0,I-1563,126.0
1141,4.0,2021-2022,19611219-0014,260.0,I-1564,251.0
1141,4.0,2021-2022,19790702-0038,140.0,I-1564,136.0
1299,4.0,2021-2022,19630126-0001,260.0,I-1565,276.0
1299,4.0,2021-2022,19780815-0047,120.0,I-1565,113.0
1248,4.0,2021-2022,19570615-0011,240.0,I-1566,221.0
1248,4.0,2021-2022,19760108-0050,120.0,I-1566,130.0
1185,2.0,2021-2022,19560812-0016,260.0,I-1567,263.0
1185,2.0,2021-2022,19790426-0049,140.0,I-1567,151.0
1185,2.0,2021-2022,19930512-0117,100.0,I-1567,89.0
1114,3.0,2021-2022,19680712-0028,240.0,I-1568,260.0
1114,3.0,2021-2022,19761024-0034,100.0,I-1568,95.0
1114,3.0,2021-2022,19900430-0112,140.0,I-1568,126.0
1106,3.0,2021-2022,19600529-0021,260.0,I-1569,249.0
1106,3.0,2021-2022,19790717-0045,100.0,I-1569,99.0
1106,3.0,2021-2022,19930221-0139,120.0,I-1569,136.0
1032,1.0,2021-2022,19630126-0001,280.0,I-1570,285.0
1032,1.0,2021-2022,19750331-0036,140.0,I-1570,148.0
1032,1.0,2021-2022,19900902-0090,100.0,I-1570,106.0
1199,2.0,2022-2023,19600529-0021,260.0,I-1571,240.0
1199,2.0,2022-2023,19781125-0031,120.0,I-1571,106.0
1140,3.0,2022-2023,19610918-0027,260.0,I-1572,263.0
1140,3.0,2022-2023,19761020-0044,100.0,I-1572,98.0
1223,4.0,2022-2023,19580515-0017,260.0,I-1573,277.0
1223,4.0,2022-2023,19770713-0042,120.0,I-1573,115.0
1206,1.0,2022-2023,19610620-0006,240.0,I-1574,248.0
1206,1.0,2022-2023,19750331-0036,140.0,I-1574,120.0
1206,1.0,2022-2023,19930326-0132,120.0,I-1574,101.0
1191,2.0,2022-2023,19660630-0020,280.0,I-1575,292.0
1191,2.0,2022-2023,19750906-0032,120.0,I-1575,137.0
1191,2.0,2022-2023,19901029-0071,140.0,I-1575,133.0
1283,1.0,2022-2023,19610620-0006,240.0,I-1576,225.0
1283,1.0,2022-2023,19781125-0031,100.0,I-1576,107.0
1283,1.0,2022-2023,19930326-0132,120.0,I-1576,115.0
1145,3.0,2022-2023,19570828-0008,280.0,I-1577,295.0
1145,3.0,2022-2023,19790426-0049,120.0,I-1577,114.0
1040,1.0,2022-2023,19600529-0021,260.0,I-1578,256.0
1040,1.0,2022-2023,19761009-0055,140.0,I-1578,141.0
1041,4.0,2022-2023,19560812-0016,260.0,I-1579,278.0
1041,4.0,2022-2023,19781130-0054,120.0,I-1579,119.0
1259,3.0,2023-2024,19630126-0001,280.0,I-1580,269.0
1259,3.0,2023-2024,19771013-0040,120.0,I-1580,109.0
1216,1.0,2023-2024,19620522-0023,240.0,I-1581,242.0
1216,1.0,2023-2024,19780815-0047,100.0,I-1581,93.0
1216,1.0,2023-2024,19901002-0085,100.0,I-1581,97.0
1167,4.0,2023-2024,19580515-0017,280.0,I-1582,300.0
1167,4.0,2023-2024,19750122-0056,100.0,I-1582,96.0
1167,4.0,2023-2024,19900201-0074,140.0,I-1582,154.0
1203,4.0,2023-2024,19580218-0007,280.0,I-1583,273.0
